Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C09-Work Indicator","C10-Job Indicator","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","C25-Looked for Work or Tried to Establish Business during the past week","C26-Reason for not Looking for Work","C27-Available for Work"
06,32,24015,1," ",1915,84," ","  "," "
06,13,24011,2,2,"    ","  "," ","  "," "
06,11,10015,2,2,"    ","  "," ","  "," "
06,09,10014,2,2,"    ","  "," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,39,10018,1," ",1915,49," ","  "," "
06,36,24015,1," ",1915,01," ","  "," "
06,65,24012,2,2,"    ","  ",2,61," "
06,26,60111,1," ",3022,82," ","  "," "
06,19,35013,2,2,"    ","  ",2,08," "
06,40,24015," "," ","    ","  "," ","  "," "
06,39,10015,1," ",1915,01," ","  "," "
06,59,24012,1," ",1915,01," ","  "," "
06,45,24015,1," ",1915,96," ","  "," "
06,38,24015,2,2,"    ","  ",2,07," "
06,12,10018,2,2,"    ","  "," ","  "," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,06,02000,2,2,"    ","  "," ","  "," "
06,42,24015,1," ",1915,41," ","  "," "
06,60,24015,1," ",1915,01," ","  "," "
06,57,24015,1," ",1915,01," ","  "," "
06,68,24013,2,2,"    ","  ",2,03,1
06,10,10012,2,2,"    ","  "," ","  "," "
06,65,50714,2,2,"    ","  ",2,63," "
06,64,24015,2,2,"    ","  ",2,07," "
06,62,10018,1," ",1915,01," ","  "," "
06,57,10014,1," ",1915,01," ","  "," "
06,17,24015,2,2,"    ","  ",2,08," "
06,14,24012,2,2,"    ","  "," ","  "," "
06,32,60314,1," ",0401,42," ","  "," "
06,35,24015,1," ",0401,47," ","  "," "
06,09,10012,2,2,"    ","  "," ","  "," "
06,64,10011,2,2,"    ","  ",2,63," "
06,66,24015,1," ",1915,01," ","  "," "
06,34,24015,1," ",1915,01," ","  "," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,00,"     "," "," ","    ","  "," ","  "," "
06,65,10018,1," ",1915,01," ","  "," "
06,25,60002,1," ",1915,01," ","  "," "
06,15,24012,2,2,"    ","  ",2,08," "
06,68,10018,1," ",3027,96," ","  "," "
06,67,10015,2,2,"    ","  ",2,61," "
06,73,10018,2,2,"    ","  ",2,61," "
06,38,24015,1," ",3027,01," ","  "," "
06,45,60002,1," ",3027,84," ","  "," "
06,43,60002,1," ",3027,46," ","  "," "
06,24,60002,2,2,"    ","  ",2,08," "
06,16,24015,2,2,"    ","  ",2,08," "
06,66,24015,2,2,"    ","  ",2,61," "
06,24,60003,2,2,"    ","  ",2,03,1
06,06,01000,2,2,"    ","  "," ","  "," "
06,39,24015,1," ",3027,49," ","  "," "
06,38,60612,1," ",3027,64," ","  "," "
06,18,35011,2,2,"    ","  ",2,08," "
06,14,24011,2,2,"    ","  "," ","  "," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,67,10018,1," ",3027,96," ","  "," "
06,38,10018,1," ",3027,01," ","  "," "
06,28,24015,2,2,"    ","  ",1,"  ",2
06,73,24015,1," ",3027,96," ","  "," "
06,12,10018,2,2,"    ","  "," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,61,10018,1," ",3027,01," ","  "," "
06,66,24015,1," ",3027,96," ","  "," "
06,27,60612,1," ",3027,84," ","  "," "
06,24,60314,1," ",3022,49," ","  "," "
06,62,24015,2,3,"    ","  ",2,63," "
06,28,50714,1," ",3027,47," ","  "," "
06,32,24015,1," ",3027,80," ","  "," "
06,31,60488,1," ",3027,84," ","  "," "
06,13,10015,2,2,"    ","  "," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,49,24015,1," ",3027,49," ","  "," "
06,38,24012,2,2,"    ","  ",2,07," "
06,14,24013,2,2,"    ","  "," ","  "," "
06,13,24012,2,2,"    ","  "," ","  "," "
06,08,10011,2,2,"    ","  "," ","  "," "
06,61,10018,1," ",3027,96," ","  "," "
06,25,60111,1," ",3022,82," ","  "," "
06,00,"     "," "," ","    ","  "," ","  "," "
06,50,24015,1," ",3027,41," ","  "," "
06,20,35011,2,2,"    ","  ",2,08," "
06,18,24015,2,2,"    ","  ",2,08," "
06,14,24011,2,2,"    ","  "," ","  "," "
06,60,60716,1," ",3043,01," ","  "," "
06,60,60003,1," ",3027,56," ","  "," "
06,28,60111,1," ",3027,85," ","  "," "
06,93,10013,2,2,"    ","  ",2,61," "
06,40,51013,1," ",3027,84," ","  "," "
06,22,60003,2,2,"    ","  ",2,08," "
06,19,35013,2,2,"    ","  ",2,08," "
06,16,24015,2,2,"    ","  ",2,08," "
06,75,10015,1," ",3027,01," ","  "," "
06,68,10018,2,2,"    ","  ",2,61," "
06,39,60111,1," ",3027,47," ","  "," "
06,35,60111,2,2,"    ","  ",2,07," "
06,09,10012,2,2,"    ","  "," ","  "," "
06,01,"     "," "," ","    ","  "," ","  "," "
06,35,24015,1," ",3028,49," ","  "," "
06,30,60001,1," ",3028,47," ","  "," "
06,09,10013,2,2,"    ","  "," ","  "," "
06,07,10011,2,2,"    ","  "," ","  "," "
06,62,10018,1," ",3028,84," ","  "," "
06,11,10015,2,2,"    ","  "," ","  "," "
06,61,10018,1," ",3028,01," ","  "," "
06,51,24015,2,2,"    ","  ",2,03,2
06,56,24015,1," ",3028,01," ","  "," "
06,22,60003,2,2,"    ","  ",2,08," "
06,21,60002,2,2,"    ","  ",2,08," "
06,75,10014,1," ",3028,01," ","  "," "
06,66,24015,1," ",3028,01," ","  "," "
06,62,24015,1," ",3028,01," ","  "," "
06,29,24015,1," ",0412,41," ","  "," "
06,18,35013,2,2,"    ","  ",2,08," "
06,84,10018,1," ",3028,01," ","  "," "
06,75,10018,1," ",3028,01," ","  "," "
06,50,24015,1," ",3028,01," ","  "," "
06,56,24015,1," ",3028,01," ","  "," "
06,55,24015,1," ",3028,01," ","  "," "
06,30,60002,1," ",3028,84," ","  "," "
06,43,24015,1," ",3028,01," ","  "," "
06,42,24012,1," ",3028,01," ","  "," "
06,13,24011,2,2,"    ","  "," ","  "," "
06,06,02000,2,2,"    ","  "," ","  "," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,41,60314,1," ",3037,49," ","  "," "
06,37,60913,1," ",3037,86," ","  "," "
06,08,10012,2,2,"    ","  "," ","  "," "
06,06,02000,2,2,"    ","  "," ","  "," "
06,01,"     "," "," ","    ","  "," ","  "," "
06,35,24015,1," ",3036,96," ","  "," "
06,23,35013,1," ",3036,96," ","  "," "
06,35,61041,2,2,"    ","  ",2,05,2
06,30,60612,2,2,"    ","  ",2,07," "
06,01,"     "," "," ","    ","  "," ","  "," "
06,27,61088,1," ",3022,82," ","  "," "
06,24,60310,1," ",3022,79," ","  "," "
06,43,24015,1," ",3036,96," ","  "," "
06,48,60113,1," ",3022,46," ","  "," "
06,28,24015,1," ",3022,80," ","  "," "
06,24,60411,1," ",3022,66," ","  "," "
06,20,60001,2,2,"    ","  ",2,08," "
06,39,24015,1," ",3036,86," ","  "," "
06,39,24015," "," ","    ","  "," ","  "," "
06,09,10012,2,2,"    ","  "," ","  "," "
06,58,61041,2,2,"    ","  ",2,63," "
06,47,60488,1," ",3022,79," ","  "," "
06,22,60002,2,2,"    ","  ",2,08," "
06,20,60001,2,2,"    ","  ",2,08," "
06,99,60111,2,2,"    ","  ",2,61," "
06,43,60488,1," ",3022,82," ","  "," "
06,42,60111,1," ",3040,84," ","  "," "
06,17,24015,2,2,"    ","  ",2,08," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,60,60004,1," ",3022,47," ","  "," "
06,56,60111,2,2,"    ","  ",2,07," "
06,36,60913,1," ",3022,47," ","  "," "
06,31,70421,1," ",3022,69," ","  "," "
06,21,60001,2,2,"    ","  ",2,08," "
06,16,24012,2,2,"    ","  ",2,08," "
06,08,10012,2,2,"    ","  "," ","  "," "
06,58,24015,2,2,"    ","  ",2,63," "
06,56,60111,1," ",3037,85," ","  "," "
06,25,60003,1," ",3022,82," ","  "," "
06,24,60003,2,2,"    ","  ",2,08," "
06,23,60002,2,2,"    ","  ",2,08," "
06,20,60002,1," ",3022,82," ","  "," "
06,13,10014,2,2,"    ","  "," ","  "," "
06,06,00000,2,2,"    ","  "," ","  "," "
06,43,60003,1," ",3036,82," ","  "," "
06,42,61041," "," ","    ","  "," ","  "," "
06,17,24015,2,2,"    ","  ",2,08," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,38,60111,1," ",3022,85," ","  "," "
06,41,61015," "," ","    ","  "," ","  "," "
06,13,24011,2,2,"    ","  "," ","  "," "
06,06,01000,2,2,"    ","  "," ","  "," "
06,39,24015,1," ",3036,96," ","  "," "
06,50,60488,1," ",3022,84," ","  "," "
06,54,60716," "," ","    ","  "," ","  "," "
06,19,34011,2,2,"    ","  ",2,08," "
06,77,60002,2,2,"    ","  ",2,61," "
06,29,61015,2,2,"    ","  ",2,07," "
06,29,60716," "," ","    ","  "," ","  "," "
06,39,50913,2,2,"    ","  ",2,07," "
06,39,24015,2,2,"    ","  ",2,05,1
06,11,10014,2,2,"    ","  "," ","  "," "
06,07,02000,2,2,"    ","  "," ","  "," "
06,47,24015,1," ",3039,41," ","  "," "
06,17,34031,2,2,"    ","  ",2,08," "
06,15,24013,2,2,"    ","  ",2,08," "
06,76,10018,1," ",3039,01," ","  "," "
06,41,50714,2,2,"    ","  ",2,07," "
06,16,24013,2,2,"    ","  ",2,08," "
06,68,10018,1," ",3039,47," ","  "," "
06,41,24015,1," ",3039,84," ","  "," "
06,36,50619,1," ",3039,47," ","  "," "
06,15,24013,2,2,"    ","  ",2,08," "
06,09,10013,2,2,"    ","  "," ","  "," "
06,46,50610,1," ",3039,52," ","  "," "
06,45,60001,1," ",3039,96," ","  "," "
06,13,24011,2,2,"    ","  "," ","  "," "
06,49,10015,1," ",3039,01," ","  "," "
06,62,10018,2,2,"    ","  ",2,07," "
06,66,10018,1," ",3039,41," ","  "," "
06,26,60800,1," ",3013,47," ","  "," "
06,08,10011,2,2,"    ","  "," ","  "," "
06,07,02000,2,2,"    ","  "," ","  "," "
06,75,10018,2,2,"    ","  ",2,61," "
06,43,60002,1," ",3039,01," ","  "," "
06,43,61041,1," ",3039,49," ","  "," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,49,24015,1," ",3039,01," ","  "," "
06,49,24015,1," ",3039,01," ","  "," "
06,22,60003,2,2,"    ","  ",2,08," "
06,21,60001,2,2,"    ","  ",2,08," "
06,52,10013,1," ",3039,01," ","  "," "
06,36,24011,1," ",3039,96," ","  "," "
06,43,60001,1," ",3043,49," ","  "," "
06,42,60001,1," ",3043,47," ","  "," "
06,15,24013,2,2,"    ","  ",2,08," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,34,60001,1," ",3043,41," ","  "," "
06,29,24015,1," ",3043,96," ","  "," "
06,08,10012,2,2,"    ","  "," ","  "," "
06,03,"     "," "," ","    ","  "," ","  "," "
06,00,"     "," "," ","    ","  "," ","  "," "
06,58,24015,1," ",3043,01," ","  "," "
06,53,24015,2,2,"    ","  ",2,01,2
06,03,"     "," "," ","    ","  "," ","  "," "
06,29,24015,1," ",3043,01," ","  "," "
06,24,35013,2,2,"    ","  ",2,07," "
06,01,"     "," "," ","    ","  "," ","  "," "
06,51,50713,1," ",3043,49," ","  "," "
06,51,41021,2,2,"    ","  ",2,07," "
06,17,35011,2,2,"    ","  ",2,08," "
06,59,24015,1," ",3043,56," ","  "," "
06,80,60800,2,2,"    ","  ",2,62," "
06,77,60111,2,2,"    ","  ",2,62," "
06,16,24015,2,2,"    ","  ",2,08," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,57,60002,1," ",3043,49," ","  "," "
06,47,24015,1," ",3043,96," ","  "," "
06,19,60001,2,2,"    ","  ",2,08," "
06,18,35013,2,2,"    ","  ",2,08," "
06,16,24015,2,2,"    ","  ",2,08," "
06,42,50714,1," ",3043,95," ","  "," "
06,37,60388,1," ",3043,95," ","  "," "
06,46,24015,1," ",3043,41," ","  "," "
06,42,24015,2,2,"    ","  ",2,09," "
06,15,24012,2,2,"    ","  ",2,08," "
06,14,24011,2,2,"    ","  "," ","  "," "
06,51,60914,1," ",3043,79," ","  "," "
06,48,61041," "," ","    ","  "," ","  "," "
06,19,35013,2,2,"    ","  ",2,08," "
06,16,24013,2,2,"    ","  ",2,08," "
06,09,10014,2,2,"    ","  "," ","  "," "
06,62,61041,2,2,"    ","  ",2,62," "
06,42,24015,1," ",3043,01," ","  "," "
06,45,24015,1," ",3043,41," ","  "," "
06,47,24015,1," ",3043,41," ","  "," "
06,44,24013,2,2,"    ","  ",2,07," "
06,24,24015,1," ",3022,56," ","  "," "
06,23,60700,1," ",3022,82," ","  "," "
06,11,10014,2,2,"    ","  "," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,75,24012,2,2,"    ","  ",2,03,2
06,25,60002,2,2,"    ","  ",2,08," "
06,23,60003,1," ",3043,47," ","  "," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,61,50713,1," ",3043,01," ","  "," "
06,69,40415,2,2,"    ","  ",2,62," "
06,30,61041,1," ",3043,10," ","  "," "
06,34,61041," "," ","    ","  "," ","  "," "
06,56,60001,1," ",3022,87," ","  "," "
06,56,60715,2,2,"    ","  ",2,09," "
06,23,60003,2,2,"    ","  ",2,08," "
06,22,60002,2,2,"    ","  ",2,08," "
06,57,60003,1," ",3043,41," ","  "," "
06,52,24015,1," ",3043,56," ","  "," "
06,28,24015,1," ",3043,10," ","  "," "
06,26,60002,1," ",3043,56," ","  "," "
06,30,24015,1," ",3043,10," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,65,00000,1," ",3043,01," ","  "," "
06,64,10011,1," ",3043,01," ","  "," "
06,22,10018,1," ",3043,01," ","  "," "
06,35,24015,1," ",3043,41," ","  "," "
06,34,24015,2,2,"    ","  ",2,07," "
06,16,24015,2,2,"    ","  ",2,08," "
06,10,10013,2,2,"    ","  "," ","  "," "
06,56,24015,1," ",3043,41," ","  "," "
06,52,24015,1," ",3043,84," ","  "," "
06,22,60003,2,2,"    ","  ",2,08," "
06,21,35013,1," ",3043,41," ","  "," "
06,22,35013,2,2,"    ","  ",2,07," "
06,00,"     "," "," ","    ","  "," ","  "," "
06,52,50716,1," ",3043,41," ","  "," "
06,48,24015,1," ",3043,01," ","  "," "
06,15,24012,2,2,"    ","  ",2,08," "
06,13,10018,2,2,"    ","  "," ","  "," "
06,24,60411,2,2,"    ","  ",2,08," "
06,23,70732,1," ",3043,82," ","  "," "
06,19,35013,2,2,"    ","  ",2,08," "
06,41,60002,1," ",3043,41," ","  "," "
06,34,24015,2,2,"    ","  ",2,07," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,01,"     "," "," ","    ","  "," ","  "," "
06,38,60001,1," ",3043,11," ","  "," "
06,37,60001,2,2,"    ","  ",2,07," "
06,38,61041," "," ","    ","  "," ","  "," "
06,19,60002,2,2,"    ","  ",2,08," "
06,16,24015,2,2,"    ","  ",2,08," "
06,05,01000,2,2,"    ","  "," ","  "," "
06,01,"     "," "," ","    ","  "," ","  "," "
06,60,10018,1," ",3043,01," ","  "," "
06,61,24015,1," ",3046,01," ","  "," "
06,51,24012,1," ",3046,47," ","  "," "
06,27,51013,1," ",3034,47," ","  "," "
06,23,60111,2,2,"    ","  ",1,"  ",1
06,53,60002,1," ",3046,47," ","  "," "
06,29,50721,1," ",3046,47," ","  "," "
06,25,60811,1," ",3046,47," ","  "," "
06,22,60003,2,2,"    ","  ",2,08," "
06,68,24015,1," ",3046,01," ","  "," "
06,67,10018,1," ",3046,01," ","  "," "
06,40,24015,1," ",3046,49," ","  "," "
06,39,24015,1," ",3046,96," ","  "," "
06,07,02000,2,2,"    ","  "," ","  "," "
06,70,60003,1," ",3046,47," ","  "," "
06,50,60716," "," ","    ","  "," ","  "," "
06,34,60003,1," ",3046,49," ","  "," "
06,34,60488,1," ",3022,64," ","  "," "
06,18,35013,1," ",3046,47," ","  "," "
06,17,24015,1," ",3046,47," ","  "," "
06,91,10018,2,2,"    ","  ",2,61," "
06,43,10018,1," ",3046,49," ","  "," "
06,43,24015," "," ","    ","  "," ","  "," "
06,40,60811,1," ",3046,49," ","  "," "
06,48,60415,2,2,"    ","  ",2,07," "
06,15,24013,2,2,"    ","  ",2,08," "
06,14,24012,2,2,"    ","  "," ","  "," "
06,13,24011,2,2,"    ","  "," ","  "," "
06,56,60415," "," ","    ","  "," ","  "," "
06,20,60001,2,2,"    ","  ",2,08," "
06,75,10014,1," ",3046,01," ","  "," "
06,31,24015,2,2,"    ","  ",2,07," "
06,50,24013,1," ",3046,01," ","  "," "
06,27,60002,1," ",3046,01," ","  "," "
06,07,02000,2,2,"    ","  "," ","  "," "
06,05,01000,2,2,"    ","  "," ","  "," "
06,49,60002,1," ",3046,01," ","  "," "
06,48,60488,1," ",3046,86," ","  "," "
06,14,24011,2,2,"    ","  "," ","  "," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,79,10018,2,2,"    ","  ",2,61," "
06,53,24015,1," ",3046,01," ","  "," "
06,45,50714,1," ",3046,84," ","  "," "
06,94,10018,2,2,"    ","  ",2,61," "
06,56,24015,1," ",3046,41," ","  "," "
06,35,61088,1," ",3046,84," ","  "," "
06,34,40913,1," ",3022,47," ","  "," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,69,60002,1," ",3046,01," ","  "," "
06,71,60810,2,2,"    ","  ",2,63," "
06,41,24015,2,2,"    ","  ",2,07," "
06,49,24015,1," ",4501,41," ","  "," "
06,07,02000,2,2,"    ","  "," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,63,24015,1," ",3046,84," ","  "," "
06,62,10018,1," ",3046,43," ","  "," "
06,32,60002,2,2,"    ","  ",2,02,1
06,37,60488,1," ",3046,84," ","  "," "
06,36,50713,1," ",3022,81," ","  "," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,38,24015,2,2,"    ","  ",2,07," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,11,10014,2,2,"    ","  "," ","  "," "
06,09,10013,2,2,"    ","  "," ","  "," "
06,38,50612,1," ",3046,49," ","  "," "
06,37,61088," "," ","    ","  "," ","  "," "
06,16,24015,2,2,"    ","  ",2,08," "
06,58,24015,1," ",3046,01," ","  "," "
06,53,50721,1," ",3046,85," ","  "," "
06,28,60314,1," ",3022,82," ","  "," "
06,22,60988,2,2,"    ","  ",2,08," "
06,17,24015,1," ",3046,01," ","  "," "
06,60,24015,1," ",3046,47," ","  "," "
06,63,24015,1," ",3046,01," ","  "," "
06,51,60002,1," ",3046,49," ","  "," "
06,50,24015,1," ",3046,86," ","  "," "
06,25,60612,1," ",3022,84," ","  "," "
06,24,60113,1," ",3046,56," ","  "," "
06,22,60002,2,2,"    ","  ",2,08," "
06,16,24015,2,2,"    ","  ",2,08," "
06,68,10018,1," ",3046,01," ","  "," "
06,71,10018,1," ",3046,47," ","  "," "
06,50,60111,1," ",3046,85," ","  "," "
06,33,61013,1," ",3046,47," ","  "," "
06,40,60111,1," ",3046,85," ","  "," "
06,40,24015,1," ",3046,49," ","  "," "
06,60,10018,1," ",4514,01," ","  "," "
06,53,10018,2,2,"    ","  ",2,07," "
06,28,10018,1," ",4514,01," ","  "," "
06,09,10012,2,2,"    ","  "," ","  "," "
06,39,60221,1," ",4514,94," ","  "," "
06,37,24015,2,2,"    ","  ",2,07," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,73,24015,2,2,"    ","  ",2,61," "
06,69,24015,2,2,"    ","  ",2,07," "
06,43,24015,1," ",4514,01," ","  "," "
06,40,00000,2,2,"    ","  ",2,63," "
06,70,60003,2,2,"    ","  ",2,61," "
06,19,34013,2,2,"    ","  ",2,08," "
06,59,60002,1," ",4514,96," ","  "," "
06,24,34013,1," ",4501,41," ","  "," "
06,23,24015,1," ",4501,41," ","  "," "
06,28,60111,1," ",4514,01," ","  "," "
06,26,24015,2,2,"    ","  ",2,07," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,64,24015,1," ",4501,47," ","  "," "
06,63,60413,2,2,"    ","  ",2,62," "
06,54,24015,1," ",4501,49," ","  "," "
06,35,60111,1," ",4501,96," ","  "," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,10,10014,2,2,"    ","  "," ","  "," "
06,05,01000,2,2,"    ","  "," ","  "," "
06,60,10018,1," ",4514,01," ","  "," "
06,22,60003,2,2,"    ","  ",2,08," "
06,68,10018,1," ",4514,14," ","  "," "
06,51,24012,1," ",4514,01," ","  "," "
06,40,24015,1," ",4501,96," ","  "," "
06,36,24015,2,2,"    ","  ",2,07," "
06,15,24012,2,2,"    ","  ",2,08," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,11,10014,2,2,"    ","  "," ","  "," "
06,10,10013,2,2,"    ","  "," ","  "," "
06,58,10018,1," ",4514,96," ","  "," "
06,58,10015,2,2,"    ","  ",2,03,2
06,25,24015,2,2,"    ","  ",2,02,1
06,27,60111,1," ",4514,47," ","  "," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,50,24015,1," ",4514,01," ","  "," "
06,45,24015,1," ",4514,01," ","  "," "
06,61,24015,1," ",4614,47," ","  "," "
06,08,10011,2,2,"    ","  "," ","  "," "
06,07,02000,2,2,"    ","  "," ","  "," "
06,66,10018,1," ",4514,47," ","  "," "
06,37,24015,1," ",4514,31," ","  "," "
06,15,24012,2,2,"    ","  ",2,08," "
06,27,60111,1," ",4514,47," ","  "," "
06,30,24015,1," ",4501,80," ","  "," "
06,04,"     "," "," ","    ","  "," ","  "," "
06,66,10018,1," ",4514,47," ","  "," "
06,35,10018,1," ",4514,01," ","  "," "
06,30,24015," "," ","    ","  "," ","  "," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,63,10015,2,2,"    ","  ",2,62," "
06,54,24012,1," ",4524,47," ","  "," "
06,16,24015,2,2,"    ","  ",2,08," "
06,54,10011,1," ",4524,01," ","  "," "
06,49,10011,2,2,"    ","  ",2,07," "
06,26,10015,1," ",4524,84," ","  "," "
06,24,60003,2,2,"    ","  ",2,08," "
06,23,60913,2,2,"    ","  ",2,02,1
06,28,24011,1," ",4524,47," ","  "," "
06,29,24015,1," ",4624,10," ","  "," "
06,06,00000,2,2,"    ","  "," ","  "," "
06,79,10018,2,2,"    ","  ",2,61," "
06,76,10018,2,2,"    ","  ",2,61," "
06,61,10015,1," ",4524,41," ","  "," "
06,63,10015,2,2,"    ","  ",2,07," "
06,12,10018,2,2,"    ","  "," ","  "," "
06,09,10013,2,2,"    ","  "," ","  "," "
06,62,24015,2,2,"    ","  ",2,62," "
06,58,10018,2,2,"    ","  ",2,07," "
06,21,35013,1," ",4524,47," ","  "," "
06,26,24015,1," ",4524,49," ","  "," "
06,25,24015,2,2,"    ","  ",2,07," "
06,07,10011,2,2,"    ","  "," ","  "," "
06,05,00000,2,2,"    ","  "," ","  "," "
06,01,"     "," "," ","    ","  "," ","  "," "
06,81,10018,2,2,"    ","  ",2,61," "
06,68,10018,1," ",4524,47," ","  "," "
06,72,00000,2,2,"    ","  ",2,63," "
06,31,24015,1," ",4524,49," ","  "," "
06,32,60002,2,2,"    ","  ",2,07," "
06,05,00000,2,2,"    ","  "," ","  "," "
06,20,60001,2,2,"    ","  ",2,08," "
06,29,24015,1," ",4524,32," ","  "," "
06,32,24015,1," ",4524,32," ","  "," "
06,00,"     "," "," ","    ","  "," ","  "," "
06,80,50913,2,2,"    ","  ",2,61," "
06,47,61041,2,2,"    ","  ",2,05,1
06,37,60111,1," ",4527,85," ","  "," "
06,41,60001,1," ",4501,80," ","  "," "
06,41,40913,1," ",4527,96," ","  "," "
06,14,24011,2,2,"    ","  "," ","  "," "
06,12,10018,2,2,"    ","  "," ","  "," "
06,31,24015,1," ",4512,41," ","  "," "
06,26,24015,1," ",4512,47," ","  "," "
06,07,02000,2,2,"    ","  "," ","  "," "
06,35,51015,1," ",4501,68," ","  "," "
06,35,61041," "," ","    ","  "," ","  "," "
06,16,24013,2,2,"    ","  ",2,08," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,68,24015,2,2,"    ","  ",2,61," "
06,18,34011,2,2,"    ","  ",2,08," "
06,66,10018,1," ",4527,31," ","  "," "
06,67,10018,2,2,"    ","  ",2,07," "
06,24,60841,2,2,"    ","  ",2,02,1
06,16,24013,2,2,"    ","  ",2,08," "
06,12,10014,2,2,"    ","  "," ","  "," "
06,11,10014,2,2,"    ","  "," ","  "," "
06,54,10015,1," ",4527,01," ","  "," "
06,50,24015,1," ",4527,47," ","  "," "
06,25,60411,1," ",4527,64," ","  "," "
06,21,60002,2,2,"    ","  ",2,08," "
06,28,60488,1," ",4527,47," ","  "," "
06,29,60888,1," ",4527,53," ","  "," "
06,09,10012,2,2,"    ","  "," ","  "," "
06,62,10015,1," ",4527,03," ","  "," "
06,60,10018,1," ",4527,47," ","  "," "
06,21,60002,1," ",4527,84," ","  "," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,51,24015,1," ",4527,03," ","  "," "
06,50,10018,1," ",4527,47," ","  "," "
06,11,10014,2,2,"    ","  "," ","  "," "
06,51,10018,1," ",4527,47," ","  "," "
06,29,60888,1," ",4527,47," ","  "," "
06,23,60001,1," ",4527,47," ","  "," "
06,11,10014,2,2,"    ","  "," ","  "," "
06,31,50921,1," ",4501,96," ","  "," "
06,41,24015,1," ",4527,55," ","  "," "
06,27,60841,1," ",4527,64," ","  "," "
06,27,60841,1," ",4527,10," ","  "," "
06,08,10011,2,2,"    ","  "," ","  "," "
06,63,10018,1," ",4527,84," ","  "," "
06,55,10014,2,2,"    ","  ",2,07," "
06,28,24015,1," ",4527,84," ","  "," "
06,19,34013,2,2,"    ","  ",2,08," "
06,38,24013,1," ",4527,03," ","  "," "
06,17,34011,1," ",4527,03," ","  "," "
06,16,34011,2,2,"    ","  ",2,07," "
06,14,10018,2,2,"    ","  "," ","  "," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,72,10012,2,2,"    ","  ",2,61," "
06,73,10013,2,2,"    ","  ",2,61," "
06,22,24011,2,2,"    ","  ",1,"  ",1
06,62,10011,1," ",4527,41," ","  "," "
06,58,10012,2,2,"    ","  ",2,07," "
06,40,24012,1," ",4527,01," ","  "," "
06,28,00000,2,2,"    ","  ",2,63," "
06,15,24015,2,2,"    ","  ",2,08," "
06,64,24012,1," ",4527,01," ","  "," "
06,61,10018,1," ",4527,01," ","  "," "
06,38,10018,1," ",4527,01," ","  "," "
06,58,10013,1," ",4527,01," ","  "," "
06,77,10014,1," ",4527,01," ","  "," "
06,73,10014,1," ",4527,01," ","  "," "
06,12,10015,2,2,"    ","  "," ","  "," "
06,54,24015,1," ",4527,41," ","  "," "
06,51,60111,1," ",4527,85," ","  "," "
06,23,60003,2,2,"    ","  ",2,08," "
06,22,00000,2,3,"    ","  ",2,63," "
06,16,24012,2,2,"    ","  ",2,08," "
06,25,10018,1," ",4527,01," ","  "," "
06,66,10014,1," ",4527,01," ","  "," "
06,65,10018,1," ",4527,01," ","  "," "
06,21,24015,1," ",4527,01," ","  "," "
06,26,24012,1," ",4527,01," ","  "," "
06,29,24015,2,2,"    ","  ",2,07," "
06,06,00000,2,2,"    ","  "," ","  "," "
06,02,"     "," "," ","    ","  "," ","  "," "
06,79,10012,2,2,"    ","  ",2,61," "
06,75,10015,1," ",4527,47," ","  "," "
06,39,24015,1," ",4527,01," ","  "," "
06,49,10018,1," ",4527,01," ","  "," "
06,51,10015,1," ",4527,01," ","  "," "
06,28,24015,1," ",4501,41," ","  "," "
06,27,24013,1," ",4527,96," ","  "," "
